,problem_index,flip_problem,flip_shots,num1,num2,problem_msg,problem_tokens,response_repeat,response,prompt_tokens,completion_tokens,shots,model,system_prompt,problem_number_format,answer_number_format,repeat_style,num_spaces,num_trailing_spaces,num_shots,problem_rng_key,shots_rng_key
960,60,False,False,291062901,3723758,291#062#901+3#723#758=,12,0,294#786#659,139,5,"449822635+7161725=456984360,431250237+1774312=433024549,330274606+3711456=333986062,119206960+8275021=127481981",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,4,0,1
961,61,False,False,117221765,47622549,117#221#765+47#622#549=,12,0,164#844#314,141,5,"628321339+76593538=704914877,557939435+14842557=572781992,959518128+99916061=1059434189,557823044+75978544=633801588",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,4,0,1
962,62,False,False,730626411,467731809,730#626#411+467#731#809=,12,0,1#198#358#220,143,7,"333122325+422287009=755409334,697759273+384216812=1081976085,153656965+419348101=573005066,607350211+555921363=1163271574",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,4,0,1
963,63,False,False,3714885,7521962,3#714#885+7#521#962=,12,0,11#236#847,139,5,"3192677+4843065=8035742,1857940+8687296=10545236,3788709+3759494=7548203,8099161+1298400=9397561",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,4,0,1
964,64,False,False,9006484,53267652,9#006#484+53#267#652=,12,0,62#274#136,139,5,"8868659+58758934=67627593,2507536+90892495=93400031,5188340+49621959=54810299,5692167+50001179=55693346",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,4,0,1
965,65,False,False,5222029,198699994,5#222#029+198#699#994=,12,0,203#922#023,139,5,"5110032+954935765=960045797,5100999+942763896=947864895,7226390+959870638=967097028,8749481+475188255=483937736",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,4,0,1
966,66,False,False,64833346,1716892,64#833#346+1#716#892=,12,0,66#550#238,139,5,"14831565+5183208=20014773,40093737+4533546=44627283,87194665+9200643=96395308,87214872+5887259=93102131",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,4,0,1
967,67,False,False,10226838,45688794,10#226#838+45#688#794=,12,0,55#915#632,139,5,"69171050+31494351=100665401,11339662+71570697=82910359,74681600+71851756=146533356,75120658+32122994=107243652",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,4,0,1
968,68,False,False,49922028,225780966,49#922#028+225#780#966=,12,0,275#703#994,139,5,"88439031+591100591=679539622,24754437+706429018=731183455,69635860+466558692=536194552,80782593+417139524=497922117",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,4,0,1
969,69,False,False,131742199,8562138,131#742#199+8#562#138=,12,0,940#304#337,139,5,"663290078+1607938=664898016,648616808+4704115=653320923,214669675+4460116=219129791,800489640+4930345=805419985",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,4,0,1
970,70,False,False,144889651,97098489,144#889#651+97#098#489=,12,0,241#988#140,139,5,"442681339+51156209=493837548,891321577+27324017=918645594,159769725+44703461=204473186,409076347+57396659=466473006",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,4,0,1
971,71,False,False,167544901,475350920,167#544#901+475#350#920=,12,0,642#895#821,143,5,"429170032+156586544=585756576,741096765+627396294=1368493059,176438491+270449484=446887975,395717541+621763534=1017481075",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,4,0,1
972,72,False,False,9374668,6122542,9#374#668+6#122#542=,12,0,15#497#210,139,5,"3212667+4147391=7360058,7473273+8936637=16409910,9212175+1293633=10505808,5495585+4992310=10487895",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,4,0,1
973,73,False,False,1973134,13007120,1#973#134+13#007#120=,12,0,14#980#254,139,5,"1779702+72106388=73886090,3089586+15208345=18297931,3915283+93401155=97316438,2397783+46900122=49297905",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,4,0,1
974,74,False,False,9360347,717451560,9#360#347+717#451#560=,12,0,726#811#907,139,5,"9610905+611339178=620950083,7686006+113879523=121565529,1193689+707498343=708692032,2090288+932547996=934638284",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,4,0,1
975,75,False,False,28505409,2617207,28#505#409+2#617#207=,12,0,31#122#616,139,5,"99345182+6571754=105916936,91965103+3036207=95001310,31174312+3986514=35160826,89557242+2612819=92170061",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,4,0,1
976,76,False,False,21598838,85133526,21#598#838+85#133#526=,12,0,106#732#364,139,5,"14403606+40864577=55268183,95913147+59723328=155636475,64204070+39417551=103621621,18088543+88852696=106941239",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,4,0,1
977,77,False,False,83901777,962169873,83#901#777+962#169#873=,12,0,1#046#071#650,139,7,"11427754+213320992=224748746,22442956+165284501=187727457,92172383+604045265=696217648,48410100+796454005=844864105",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,4,0,1
978,78,False,False,311491260,3425934,311#491#260+3#425#934=,12,0,314#917#194,139,5,"752322854+3638091=755960945,861851657+3801709=865653366,156735751+7069473=163805224,226735525+9673523=236409048",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,4,0,1
979,79,False,False,986793495,54021090,986#793#495+54#021#090=,12,0,1#040#814#585,139,7,"280863410+19383878=300247288,181654725+60901895=242556620,644888286+95473255=740361541,919499685+35193721=954693406",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,4,0,1
980,80,False,False,494414977,632215798,494#414#977+632#215#798=,12,0,1#126#630#775,145,7,"309059058+189970371=499029429,946926418+229370089=1176296507,430753560+965535416=1396288976,921340901+988399158=1909740059",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,4,0,1
981,81,False,False,1677324,7514842,1#677#324+7#514#842=,12,0,9#192#166,139,5,"9873286+6188478=16061764,9275110+4829167=14104277,6449651+7180633=13630284,5764391+8553625=14318016",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,4,0,1
982,82,False,False,8842593,12036159,8#842#593+12#036#159=,12,0,20#878#752,139,5,"9411097+59991212=69402309,8114218+48967670=57081888,6286780+75839730=82126510,1964908+43583276=45548184",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,4,0,1
983,83,False,False,8202333,472019863,8#202#333+472#019#863=,12,0,480#222#196,139,5,"9864511+578651057=588515568,8084738+254712511=262797249,9759976+711243193=721003169,4632097+504148274=508780371",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,4,0,1
984,84,False,False,45909767,8780671,45#909#767+8#780#671=,12,0,54#690#438,139,5,"70433017+1292523=71725540,23235764+3836079=27071843,42950923+6050672=49001595,86541901+4562465=91104366",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,4,0,1
985,85,False,False,40185932,43182335,40#185#932+43#182#335=,12,0,83#368#267,139,5,"50122486+89298568=139421054,49692338+26256046=75948384,57128541+66205592=123334133,20163272+93516243=113679515",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,4,0,1
986,86,False,False,96811155,407867638,96#811#155+407#867#638=,12,0,504#678#793,139,5,"99780736+872651653=972432389,79996094+229844698=309840792,74703973+600191131=674895104,99744381+837914519=937658900",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,4,0,1
987,87,False,False,592955730,7719228,592#955#730+7#719#228=,12,0,600#674#958,139,5,"298047402+3448344=301495746,169308373+3590494=172898867,405843306+1221070=407064376,138606528+6299865=144906393",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,4,0,1
988,88,False,False,596780670,95328802,596#780#670+95#328#802=,12,0,692#109#472,141,5,"981682275+81513649=1063195924,903980822+80306922=984287744,163875355+58058167=221933522,447525621+83668983=531194604",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,4,0,1
989,89,False,False,752752744,328244045,752#752#744+328#244#045=,12,0,1#080#996#789,145,7,"628487596+950618085=1579105681,231918991+386902052=618821043,556076965+483733324=1039810289,639105026+524038268=1163143294",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,4,0,1
990,0,False,False,2307350,6058422,2#307#350+6#058#422=,12,0,8#365#772,247,5,"9805941+7787386=17593327,4172837+9471748=13644585,6365153+4979507=11344660,2160091+3596545=5756636,3832323+1473442=5305765,6067276+4879448=10946724,3181960+9392618=12574578,9093704+5171832=14265536",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,8,0,1
991,1,False,False,7778640,14016227,7#778#640+14#016#227=,12,0,21#794#867,247,5,"9016644+69488785=78505429,3407927+18301543=21709470,6956535+93940066=100896601,7070014+25118920=32188934,2244401+90133323=92377724,7501068+15113819=22614887,9002552+84890624=93893176,9124283+57624662=66748945",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,8,0,1
992,2,False,False,9482500,964332763,9#482#500+964#332#763=,12,0,973#815#263,247,5,"6184255+244719293=250903548,2763083+507772952=510536035,8155716+294099270=302254986,1280758+140420762=141701520,6396829+634314169=640710998,6833714+500894708=507728422,3614379+808384371=811998750,3200928+470243697=473444625",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,8,0,1
993,3,False,False,51629751,1711633,51#629#751+1#711#633=,12,0,53#341#384,247,5,"27081927+2379283=29461210,10899665+9931198=20830863,43099803+4042683=47142486,87261295+4853941=92115236,62254815+1625816=63880631,47867462+3792187=51659649,35522630+6436783=41959413,84502825+3364549=87867374",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,8,0,1
994,4,False,False,57713793,81530413,57#713#793+81#530#413=,12,0,139#244#206,247,5,"33903668+58287029=92190697,84355408+33263821=117619229,13796013+50186096=63982109,19101512+52093960=71195472,29209091+43288188=72497279,84552530+66479029=151031559,17625228+15625806=33251034,34053010+34708581=68761591",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,8,0,1
995,5,False,False,10841276,608537036,10#841#276+608#537#036=,12,0,619#378#312,247,5,"47993119+448896795=496889914,35708204+592567505=628275709,11856994+838995343=850852337,62884399+641449013=704333412,91747083+370829694=462576777,45200866+264154452=309355318,89567768+353630617=443198385,42368129+390339673=432707802",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,8,0,1
996,6,False,False,201260781,7489051,201#260#781+7#489#051=,12,0,208#749#832,247,5,"219834111+8386054=228220165,787773550+6755319=794528869,497718189+4608091=502326280,561103059+4669143=565772202,814602265+5067805=819670070,918713430+2219769=920933199,419561869+1211317=420773186,531195083+5812228=537007311",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,8,0,1
997,7,False,False,580528087,15255626,580#528#087+15#255#626=,12,0,595#783#713,247,5,"316467507+20557824=337025331,301742075+40038024=341780099,300811271+66442994=367254265,440249440+77723135=517972575,776529872+38254523=814784395,139112211+20571963=159684174,152380941+38043288=190424229,381419805+43442360=424862165",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,8,0,1
998,8,False,False,391577960,272373856,391#577#960+272#373#856=,12,0,663#951#816,257,5,"149608985+140652298=290261283,737787398+106504256=844291654,592630659+108854898=701485557,266200278+909153333=1175353611,604401799+628431955=1232833754,904698549+975833607=1880532156,265722132+768084350=1033806482,788491822+869711778=1658203600",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,8,0,1
999,9,False,False,5807401,2374360,5#807#401+2#374#360=,12,0,8#181#761,247,5,"6644240+7925381=14569621,8872033+6217273=15089306,7493309+9805236=17298545,1627640+8037022=9664662,7945970+9075729=17021699,4253469+3738386=7991855,2034949+6745960=8780909,2183055+7941076=10124131",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,8,0,1
1000,10,False,False,3735601,78222315,3#735#601+78#222#315=,12,0,81#957#916,247,5,"8786830+61722330=70509160,8386309+69468238=77854547,6564336+61258496=67822832,3617880+24340612=27958492,2682215+90303967=92986182,5714645+39525808=45240453,6830345+66473572=73303917,6547859+23840669=30388528",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,8,0,1
1001,11,False,False,6612747,566641845,6#612#747+566#641#845=,12,0,573#254#592,247,5,"6376585+949309476=955686061,1580299+272613614=274193913,3939266+966504252=970443518,7649146+970337803=977986949,4115722+412249635=416365357,6950188+269904082=276854270,1957345+224131383=226088728,2513449+246288503=248801952",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,8,0,1
1002,12,False,False,42267863,8567869,42#267#863+8#567#869=,12,0,51#835#732,247,5,"96762806+1119205=97882011,75139937+1076316=76216253,87616735+4677707=92294442,40598742+7642429=48241171,54142110+8510103=62652213,96459644+9130755=105590399,40303734+6863739=47167473,75234728+4077043=79311771",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,8,0,1
1003,13,False,False,47695019,29774166,47#695#019+29#774#166=,12,0,77#469#185,247,5,"22145111+11385031=33530142,53811389+86406773=140218162,44227364+88934567=133161931,47357877+56421354=103779231,70469241+30904577=101373818,94087000+95440152=189527152,81506820+57054695=138561515,10353972+61404736=71758708",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,8,0,1
1004,14,False,False,18614706,518722247,18#614#706+518#722#247=,12,0,537#336#953,251,5,"59088744+724354993=783443737,65307206+984616001=1049923207,71318153+264779364=336097517,89220244+182196375=271416619,58900352+964581206=1023481558,23245608+701663042=724908650,65958628+327312022=393270650,81087815+607080914=688168729",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,8,0,1
1005,15,False,False,306492243,5719768,306#492#243+5#719#768=,12,0,312#212#011,247,5,"551538110+2501319=554039429,729730850+3760193=733491043,719764643+9178526=728943169,750294181+9505878=759800059,604962625+5846159=610808784,186863052+7453164=194316216,828234837+2836430=831071267,947867974+5201504=953069478",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,8,0,1
1006,16,False,False,808630085,27532599,808#630#085+27#532#599=,12,0,836#162#684,249,5,"235192456+42566771=277759227,347590361+66163616=413753977,903544837+20609426=924154263,957109023+74772779=1031881802,562914712+60855874=623770586,539398378+77731007=617129385,133560758+16348497=149909255,892349040+37375347=929724387",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,8,0,1
1007,17,False,False,430298470,694067915,430#298#470+694#067#915=,12,0,1#124#366#385,257,7,"824949374+347076675=1172026049,313950886+525093146=839044032,648741007+913694333=1562435340,643663826+305207682=948871508,822478693+994920963=1817399656,691750374+918182430=1609932804,470933704+867216866=1338150570,474682264+275066585=749748849",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,8,0,1
1008,18,False,False,7169254,6322530,7#169#254+6#322#530=,12,0,13#491#784,247,5,"4144878+6844930=10989808,2249746+8825456=11075202,7455403+7165138=14620541,2663927+4069352=6733279,5891069+5261060=11152129,3805629+3591134=7396763,8789898+5604754=14394652,2615365+2333969=4949334",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,8,0,1
1009,19,False,False,8572387,76470457,8#572#387+76#470#457=,12,0,85#042#844,247,5,"9170120+13683513=22853633,1589570+53399526=54989096,6071010+24876489=30947499,9490086+25081326=34571412,6455873+18623674=25079547,1768542+73759445=75527987,7945867+83319426=91265293,3902774+43867899=47770673",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,8,0,1
1010,20,False,False,4304231,377004109,4#304#231+377#004#109=,12,0,381#308#340,247,5,"3318617+778542396=781861013,6782504+653242039=660024543,7437215+695029567=702466782,6849768+615085982=621935750,4036945+166536034=170572979,4806371+563377888=568184259,1532420+551835560=553367980,4513634+723224180=727737814",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,8,0,1
1011,21,False,False,92387097,3019679,92#387#097+3#019#679=,12,0,95#406#776,247,5,"70789476+4484236=75273712,83209270+8393137=91602407,14017127+1912828=15929955,17163418+4521685=21685103,81326723+9586057=90912780,91527055+6198162=97725217,63415213+9106336=72521549,20753810+2240987=22994797",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,8,0,1
1012,22,False,False,35295736,81720003,35#295#736+81#720#003=,12,0,117#015#739,247,5,"64641987+96317442=160959429,14583700+49050093=63633793,92425848+56070923=148496771,82750402+20818591=103568993,58179006+11719632=69898638,42658722+79616290=122275012,10899050+17385783=28284833,97083852+21685559=118769411",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,8,0,1
1013,23,False,False,31569348,923325852,31#569#348+923#325#852=,12,0,954#895#200,249,5,"54285510+265243276=319528786,45805180+845371646=891176826,50799324+807724692=858524016,99436969+923640677=1023077646,94094631+379590123=473684754,24908961+570079098=594988059,97827060+257179736=355006796,40175573+142020360=182195933",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,8,0,1
1014,24,False,False,851153427,4266518,851#153#427+4#266#518=,12,0,855#420#945,247,5,"832943882+2407684=835351566,269908102+6666562=276574664,504276920+8217719=512494639,189817156+6426448=196243604,892517525+7578096=900095621,249679742+9477799=259157541,946780784+7431032=954211816,498438832+1003534=499442366",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,8,0,1
1015,25,False,False,910436316,79313778,910#436#316+79#313#778=,12,0,989#750#094,249,5,"267609430+91195575=358805005,126193162+24043987=150237149,618178841+27373941=645552782,504081674+22064610=526146284,959292505+89852659=1049145164,655612207+77424689=733036896,663504235+29007776=692512011,572933765+37320837=610254602",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,8,0,1
1016,26,False,False,439288219,390148286,439#288#219+390#148#286=,12,0,829#436#505,261,5,"850891682+818775493=1669667175,871679549+552525610=1424205159,577444593+672422833=1249867426,998505542+206233059=1204738601,743318203+681735609=1425053812,590821710+661014995=1251836705,207982634+353411457=561394091,763356681+985723128=1749079809",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,8,0,1
1017,27,False,False,7859788,7979386,7#859#788+7#979#386=,12,0,15#839#174,247,5,"4948832+5028977=9977809,6833555+8463743=15297298,8880922+8300099=17181021,4195263+9674667=13869930,7508270+2841301=10349571,9978662+4852835=14831497,9811306+9957143=19768449,5053972+1535152=6589124",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,8,0,1
1018,28,False,False,5746685,74617405,5#746#685+74#617#405=,12,0,80#364#090,247,5,"5824878+45921907=51746785,4868265+29380011=34248276,3535518+74744646=78280164,5106226+98301593=103407819,6484037+99751155=106235192,3510431+57973547=61483978,2926166+70093756=73019922,4876949+31364543=36241492",gpt-3.5-turbo-0301,You are a helpful assistant.,hashtag_r2l,hashtag_r2l,,0,0,8,0,1
