,problem_index,flip_problem,flip_shots,num1,num2,problem_msg,problem_tokens,response_repeat,response,prompt_tokens,completion_tokens,shots,model,system_prompt,problem_number_format,answer_number_format,num_spaces,num_trailing_spaces,num_shots,problem_rng_key,shots_rng_key
1804,4,False,False,57713793,81530413,"577,137,93+815,304,13=",12,0,"1,392,442,06",86,7,92371500+72839049=165210549,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1805,5,False,False,10841276,608537036,"108,412,76+608,537,036=",12,0,"716,949,812",86,5,67428907+164641795=232070702,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1806,6,False,False,201260781,7489051,"201,260,781+748,905,1=",12,0,"201,009,886",86,5,170208648+1856445=172065093,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1807,7,False,False,580528087,15255626,"580,528,087+152,556,26=",12,0,"733,783,347",86,5,412503372+78551156=491054528,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1808,8,False,False,391577960,272373856,"391,577,960+272,373,856=",12,0,"663,951,816",88,5,329309516+949576714=1278886230,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1809,9,False,False,5807401,2374360,"580,740,1+237,436,0=",12,0,"818,176,1",86,5,3459116+9779543=13238659,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1810,10,False,False,3735601,78222315,"373,560,1+782,223,15=",12,0,"1,155,783,16",86,7,8625231+47615144=56240375,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1811,11,False,False,6612747,566641845,"661,274,7+566,641,845=",12,0,"567,303,552",86,5,6355373+715618011=721973384,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1812,12,False,False,42267863,8567869,"422,678,63+856,786,9=",12,0,"431,247,552",86,5,81825437+2779456=84604893,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1813,13,False,False,47695019,29774166,"476,950,19+297,741,66=",12,0,"774,691,85",86,5,55309205+97600455=152909660,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1814,14,False,False,18614706,518722247,"186,147,06+518,722,247=",12,0,"704,869,353",86,5,61417760+339607145=401024905,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1815,15,False,False,306492243,5719768,"306,492,243+571,976,8=",12,0,"307,064,921",86,5,624426857+5126563=629553420,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1816,16,False,False,808630085,27532599,"808,630,085+275,325,99=",12,0,"1,083,956,084",86,7,217757908+27742716=245500624,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1817,17,False,False,430298470,694067915,"430,298,470+694,067,915=",12,0,"1,124,366,385",88,7,504512742+780846284=1285359026,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1818,18,False,False,7169254,6322530,"716,925,4+632,253,0=",12,0,"1,349,178,4",86,7,3379874+5752675=9132549,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1819,19,False,False,8572387,76470457,"857,238,7+764,704,57=",12,0,"1,621,943,64",86,7,5819391+30296338=36115729,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1820,20,False,False,4304231,377004109,"430,423,1+377,004,109=",12,0,"377,434,532",86,5,9410680+298513967=307924647,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1821,21,False,False,92387097,3019679,"923,870,97+301,967,9=",12,0,"954,067,87",86,5,53306770+7984063=61290833,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1822,22,False,False,35295736,81720003,"352,957,36+817,200,03=",12,0,"1,170,157,39",86,7,75569500+39787328=115356828,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1823,23,False,False,31569348,923325852,"315,693,48+923,325,852=",12,0,"1,239,019,900",86,7,58849299+596122429=654971728,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1824,24,False,False,851153427,4266518,"851,153,427+426,651,8=",12,0,"851,580,079",86,5,835354186+7165905=842520091,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1825,25,False,False,910436316,79313778,"910,436,316+793,137,78=",12,0,"1,703,750,394",88,7,978139144+82311916=1060451060,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1826,26,False,False,439288219,390148286,"439,288,219+390,148,286=",12,0,"829,436,505",86,5,319644065+185033292=504677357,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1827,27,False,False,7859788,7979386,"785,978,8+797,938,6=",12,0,"1,583,917,4",86,7,9269314+6827815=16097129,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1828,28,False,False,5746685,74617405,"574,668,5+746,174,05=",12,0,"1,320,842,10",86,7,9501390+25084631=34586021,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1829,29,False,False,1227763,881768096,"122,776,3+881,768,096=",12,0,"1,004,544,399",86,7,1581250+123021143=124602393,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1830,30,False,False,28696832,1516385,"286,968,32+151,638,5=",12,0,"288,484,817",86,5,92534194+1845784=94379978,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1831,31,False,False,86669258,60294542,"866,692,58+602,945,42=",12,0,"1,469,638,00",86,7,40040952+42571261=82612213,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1832,32,False,False,26269523,860417848,"262,695,23+860,417,848=",12,0,"1,123,113,871",86,7,12074787+883366766=895441553,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1833,33,False,False,288317111,6719702,"288,317,111+671,970,2=",12,0,"288,988,081",86,5,808308620+9967409=818276029,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1834,34,False,False,375974393,17570295,"375,974,393+175,702,95=",12,0,"551,545,288",86,5,924124509+20542733=944667242,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1835,35,False,False,702855193,392159457,"702,855,193+392,159,457=",12,0,"1,095,014,650",86,7,134297937+860428010=994725947,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1836,36,False,False,8293063,5579292,"829,306,3+557,929,2=",12,0,"1,387,235,5",86,7,8623978+1625831=10249809,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1837,37,False,False,8677809,26959317,"867,780,9+269,593,17=",12,0,"1,137,373,26",86,7,3580977+29080944=32661921,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1838,38,False,False,9709796,498497748,"970,979,6+498,497,748=",12,0,"499,468,724",86,5,2541996+899857020=902399016,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1839,39,False,False,83954275,8324636,"839,542,75+832,463,6=",12,0,"840,867,041",86,5,81617082+9795774=91412856,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1840,40,False,False,84038950,59508035,"840,389,50+595,080,35=",12,0,"1,435,469,85",86,7,60628190+20848187=81476377,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1841,41,False,False,47706879,737397363,"477,068,79+737,397,363=",12,0,"1,214,466,442",86,7,51069441+398753215=449822656,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1842,42,False,False,975019769,8584821,"975,019,769+858,482,1=",12,0,"975,878,890",86,5,514657562+4766766=519424328,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1843,43,False,False,764100366,12205532,"764,100,366+122,055,32=",12,0,"886,305,898",86,5,530382187+95795864=626178051,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1844,44,False,False,325038684,314311216,"325,038,684+314,311,216=",12,0,"639,349,900",86,5,744257064+123944720=868201784,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1845,45,False,False,3626898,8897740,"362,689,8+889,774,0=",12,0,"1,252,463,8",86,7,3205993+6157344=9363337,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1846,46,False,False,3654384,90928948,"365,438,4+909,289,48=",12,0,"909,654,92",86,5,9067851+65451976=74519827,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
1847,47,False,False,5215841,248222037,"521,584,1+248,222,037=",12,0,"769,806,438",86,5,8831777+512842903=521674680,gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",comma_l2r,comma_l2r,0,0,1,0,1
