,problem_index,flip_problem,flip_shots,num1,num2,problem_msg,problem_tokens,response_repeat,response,prompt_tokens,completion_tokens,shots,model,system_prompt,problem_number_format,answer_number_format,num_spaces,num_trailing_spaces,num_shots,problem_rng_key,shots_rng_key
2149,79,False,False,986793495,54021090,986 793 495+54 021 090=,12,0,"1,040,814,585",257,7,"512662343+45160863=557823206,387139862+57375840=444515702,698522957+74089992=772612949,199832324+35161428=234993752,467697922+57308469=525006391,593470568+10017583=603488151,323788628+64878980=388667608,554489514+36601219=591090733",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_r2l,space_r2l,0,0,8,0,1
2150,80,False,False,494414977,632215798,494 414 977+632 215 798=,12,0,1 126 630 775,265,7,"804285207+711775939=1516061146,675888942+453072235=1128961177,264579743+676209256=940788999,118174280+550446414=668620694,828128673+252742113=1080870786,501795259+282415327=784210586,186268993+105908054=292177047,460730057+876116125=1336846182",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_r2l,space_r2l,0,0,8,0,1
2151,81,False,False,1677324,7514842,1 677 324+7 514 842=,12,0,9 192 166,257,5,"9170552+5847975=15018527,7380855+5717571=13098426,5593505+7572663=13166168,7475272+8730913=16206185,4743201+5450288=10193489,2735912+1459729=4195641,3515225+1269769=4784994,3365346+7490606=10855952",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_r2l,space_r2l,0,0,8,0,1
2152,82,False,False,8842593,12036159,8 842 593+12 036 159=,12,0,20 878 752,257,5,"8882383+33580510=42462893,1240203+81880230=83120433,7919477+27552534=35472011,6637809+50912839=57550648,7510300+14915065=22425365,5020224+40715670=45735894,2482537+38944057=41426594,5358994+28687651=34046645",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_r2l,space_r2l,0,0,8,0,1
2153,83,False,False,8202333,472019863,8 202 333+472 019 863=,12,0,480 222 196,257,5,"7641455+319064823=326706278,6503488+588839652=595343140,4691341+196652329=201343670,7527365+486421141=493948506,5747015+428145012=433892027,5210453+943067255=948277708,4046360+623249448=627295808,9551199+952860030=962411229",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_r2l,space_r2l,0,0,8,0,1
2154,84,False,False,45909767,8780671,45 909 767+8 780 671=,12,0,54 690 438,257,5,"68252673+4653217=72905890,39846021+6475304=46321325,56826450+1726740=58553190,30016410+5183658=35200068,19025966+8104169=27130135,24482765+2186233=26668998,86204256+8548245=94752501,94828821+7208829=102037650",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_r2l,space_r2l,0,0,8,0,1
2155,85,False,False,40185932,43182335,40 185 932+43 182 335=,12,0,83 368 267,257,5,"35939482+92138969=128078451,13169018+54222511=67391529,47719387+20449208=68168595,19229334+57721338=76950672,85808755+77557454=163366209,68211465+96430746=164642211,25849192+28143246=53992438,40161733+75426091=115587824",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_r2l,space_r2l,0,0,8,0,1
2156,86,False,False,96811155,407867638,96 811 155+407 867 638=,12,0,504 678 793,257,5,"23868770+357531309=381400079,24785425+326748798=351534223,47704409+185482751=233187160,40422673+371534377=411957050,18030370+642909390=660939760,47853038+521006624=568859662,31874950+263525377=295400327,14701796+860206732=874908528",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_r2l,space_r2l,0,0,8,0,1
2157,87,False,False,592955730,7719228,592 955 730+7 719 228=,12,0,600 674 958,257,5,"378338114+8429893=386768007,308453952+7078476=315532428,368026821+1997435=370024256,585694952+5808067=591503019,492001559+6644008=498645567,347112034+7096129=354208163,117534441+8363760=125898201,708793364+4786498=713579862",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_r2l,space_r2l,0,0,8,0,1
2158,88,False,False,596780670,95328802,596 780 670+95 328 802=,12,0,692 109 472,257,5,"828647029+92355008=921002037,486790710+12412170=499202880,332134013+57338390=389472403,641382327+92789912=734172239,284836072+41326047=326162119,777935941+23420091=801356032,705783674+91395906=797179580,256210808+87242121=343452929",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_r2l,space_r2l,0,0,8,0,1
2159,89,False,False,752752744,328244045,752 752 744+328 244 045=,12,0,1 080 996 789,265,7,"139444578+603429774=742874352,548023229+864992027=1413015256,560260035+355114613=915374648,571593616+185862786=757456402,886141671+256013084=1142154755,957932887+202581471=1160514358,950605294+923999141=1874604435,724662583+193553360=918215943",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_r2l,space_r2l,0,0,8,0,1
2160,0,False,False,2307350,6058422,230 735 0+605 842 2=,12,0,836 577 2,82,5,1883859+3177908=5061767,gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,1,0,1
2161,1,False,False,7778640,14016227,777 864 0+140 162 27=,12,0,917 026 27,82,5,6157348+19398045=25555393,gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,1,0,1
2162,2,False,False,9482500,964332763,948 250 0+964 332 763=,12,0,"1,912,582,763",82,7,3081494+308527232=311608726,gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,1,0,1
2163,3,False,False,51629751,1711633,516 297 51+171 163 3=,12,0,687 460 54,82,5,97426154+1969350=99395504,gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,1,0,1
2164,4,False,False,57713793,81530413,577 137 93+815 304 13=,12,0,1 392 442 06,82,7,92371500+72839049=165210549,gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,1,0,1
2165,5,False,False,10841276,608537036,108 412 76+608 537 036=,12,0,716 949 112,82,5,67428907+164641795=232070702,gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,1,0,1
2166,6,False,False,201260781,7489051,201 260 781+748 905 1=,12,0,202 009 686,82,5,170208648+1856445=172065093,gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,1,0,1
2167,7,False,False,580528087,15255626,580 528 087+152 556 26=,12,0,733 084 313,82,5,412503372+78551156=491054528,gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,1,0,1
2168,8,False,False,391577960,272373856,391 577 960+272 373 856=,12,0,663 951 816,84,5,329309516+949576714=1278886230,gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,1,0,1
2169,9,False,False,5807401,2374360,580 740 1+237 436 0=,12,0,818 176 1,82,5,3459116+9779543=13238659,gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,1,0,1
2170,10,False,False,3735601,78222315,373 560 1+782 223 15=,12,0,"1,155,783,16",82,7,8625231+47615144=56240375,gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,1,0,1
2171,11,False,False,6612747,566641845,661 274 7+566 641 845=,12,0,1 227 916 552,82,7,6355373+715618011=721973384,gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,1,0,1
2172,12,False,False,42267863,8567869,422 678 63+856 786 9=,12,0,1 279 465 72,82,7,81825437+2779456=84604893,gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,1,0,1
2173,13,False,False,47695019,29774166,476 950 19+297 741 66=,12,0,774 691 85,82,5,55309205+97600455=152909660,gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,1,0,1
2174,14,False,False,18614706,518722247,186 147 06+518 722 247=,12,0,704 869 353,82,5,61417760+339607145=401024905,gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,1,0,1
2175,15,False,False,306492243,5719768,306 492 243+571 976 8=,12,0,878 468 251,82,5,624426857+5126563=629553420,gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,1,0,1
2176,16,False,False,808630085,27532599,808 630 085+275 325 99=,12,0,833 962 184,82,5,217757908+27742716=245500624,gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,1,0,1
2177,17,False,False,430298470,694067915,430 298 470+694 067 915=,12,0,1 124 366 385,84,7,504512742+780846284=1285359026,gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,1,0,1
2178,18,False,False,7169254,6322530,716 925 4+632 253 0=,12,0,1 349 178 4,82,7,3379874+5752675=9132549,gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,1,0,1
2179,19,False,False,8572387,76470457,857 238 7+764 704 57=,12,0,"1,621,942,64",82,7,5819391+30296338=36115729,gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,1,0,1
2180,20,False,False,4304231,377004109,430 423 1+377 004 109=,12,0,807 427 110,82,5,9410680+298513967=307924647,gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,1,0,1
2181,21,False,False,92387097,3019679,923 870 97+301 967 9=,12,0,"1,225,838,06",82,7,53306770+7984063=61290833,gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,1,0,1
2182,22,False,False,35295736,81720003,352 957 36+817 200 03=,12,0,1 170 157 39,82,7,75569500+39787328=115356828,gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,1,0,1
2183,23,False,False,31569348,923325852,315 693 48+923 325 852=,12,0,1 239 019 900,82,7,58849299+596122429=654971728,gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,1,0,1
2184,24,False,False,851153427,4266518,851 153 427+426 651 8=,12,0,1277 805 435,82,6,835354186+7165905=842520091,gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,1,0,1
2185,25,False,False,910436316,79313778,910 436 316+793 137 78=,12,0,1 703 573 394,84,7,978139144+82311916=1060451060,gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,1,0,1
2186,26,False,False,439288219,390148286,439 288 219+390 148 286=,12,0,829 436 505,82,5,319644065+185033292=504677357,gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,1,0,1
2187,27,False,False,7859788,7979386,785 978 8+797 938 6=,12,0,158 391 74,82,5,9269314+6827815=16097129,gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,1,0,1
